company_id,company_name,ald_sector,ald_business_unit,activity_unit,ald_location,Equity Ownership 2022,Equity Ownership 2023,Equity Ownership 2024,Equity Ownership 2025,Equity Ownership 2026
12,company-12,Power,GasCap,MWh,BN,NA,12596523794,1911574516,14368933561,23048481117
12,company-12,Power,GasCap,MWh,NA,20777041944,10416461062,NA,22900592082,NA
12,company-12,Power,GasCap,MWh,KZ,1791941813,4012771245,3377843150,10321545132,1118240855
12,company-12,Power,GasCap,MWh,NL,10316468841,NA,NA,NA,29349781923
12,company-12,Power,GasCap,MWh,FR,25600574801,NA,1872199258,NA,2807495775
15,company-15,Power,OilCap,MWh,FR,4241017066,8986263813,3663336679,3780622394,545622272
15,company-15,Power,OilCap,MWh,KZ,13826117535,17423239611,NA,NA,9799344334
15,company-15,Power,OilCap,MWh,NA,36297276465,NA,30070730095,NA,6085881382
15,company-15,Power,OilCap,MWh,NL,7169037174,58337095858,1376699564,8786090706,34988084928
20,company-20,Power,OilCap,MWh,BO,21283561609,1662314363,2274913605,12358319899,7326183011
20,company-20,Power,OilCap,MWh,BN,14005218100,676917462,47231440056,11469412190,NA
20,company-20,Power,OilCap,MWh,KZ,31813557892,15320463744,11957340254,1207669907,1659890027
32,company-32,Power,CoalCap,MWh,FR,NA,NA,NA,NA,NA
32,company-32,Power,CoalCap,MWh,BN,9968401656,8107976061,1153721610,NA,424209276
33,company-33,Power,OilCap,MWh,NA,15979292162,NA,1267086941,NA,NA
33,company-33,Power,OilCap,MWh,FR,2556393482,10114612032,1151766869,7385771169,1695624864
34,company-34,Power,NuclearCap,MWh,FR,NA,10360764466,NA,2796764349,898673140
34,company-34,Power,NuclearCap,MWh,BO,1241499999,6790186800,NA,14303170766,26798618327
37,company-37,Power,NuclearCap,MWh,NL,4062453107,8914412030,NA,6501312569,NA
37,company-37,Power,NuclearCap,MWh,BN,NA,NA,15801917655,NA,109586475
37,company-37,Power,NuclearCap,MWh,FR,14514048493,7795804422,3692802656,2268006677,4819749776
37,company-37,Power,NuclearCap,MWh,BO,4612980451,NA,NA,23941263042,NA
38,company-38,Power,CoalCap,MWh,BN,NA,NA,5696268656,7034061665,8484803255
38,company-38,Power,CoalCap,MWh,NA,10941082310,NA,7073456709,11299883380,1428594701
38,company-38,Power,CoalCap,MWh,NL,2290969727,NA,NA,NA,2952713327
38,company-38,Power,CoalCap,MWh,KZ,2189603881,7822136784,NA,2705876510,22360150658
39,company-39,Power,OilCap,MWh,BN,25119708856,NA,NA,9895229493,5497330
39,company-39,Power,OilCap,MWh,FR,17128724412,30022351267,NA,21837605542,2436213018
39,company-39,Power,OilCap,MWh,NA,2279033675,NA,4027608264,16641143061,7258572443
39,company-39,Power,OilCap,MWh,NL,4494181417,9176370379,3029880856,8058418300,15464629717
39,company-39,Power,OilCap,MWh,BO,568549978,4725097973,4100652413,830829089,15261492107
55,company-55,Power,RenewablesCap,MWh,KZ,2134071792,NA,NA,21111228153,14694966156
55,company-55,Power,RenewablesCap,MWh,BN,NA,NA,12186765960,17385877732,NA
55,company-55,Power,RenewablesCap,MWh,NL,16916331995,NA,5252931076,NA,11768345060
55,company-55,Power,RenewablesCap,MWh,FR,NA,6590340383,NA,16554092408,10383606665
56,company-56,Power,RenewablesCap,MWh,NL,NA,NA,NA,NA,NA
56,company-56,Power,RenewablesCap,MWh,NA,7459368031,20724118729,6154492065,NA,NA
56,company-56,Power,RenewablesCap,MWh,FR,6282956144,NA,15684728250,NA,4949620946
56,company-56,Power,RenewablesCap,MWh,KZ,9668427031,7576681232,1851080840,NA,7228762178
61,company-61,Power,HydroCap,MWh,NL,NA,NA,NA,NA,NA
61,company-61,Power,HydroCap,MWh,BO,NA,4594317938,4006787625,3886358992,5430571527
69,company-69,Power,GasCap,MWh,NL,5187643337,11248004592,9945151833,14166065488,NA
69,company-69,Power,GasCap,MWh,BO,4731914936,25211796070,24329178191,378467646,2588215563
75,company-75,Power,HydroCap,MWh,NA,2813480119,6341700757,508551570,18991765354,179319316
76,company-76,Power,NuclearCap,MWh,BN,5862813614,2216391609,3969516095,NA,NA
76,company-76,Power,NuclearCap,MWh,NL,NA,NA,4432285752,9652928176,2132748458
76,company-76,Power,NuclearCap,MWh,BO,NA,NA,NA,NA,NA
76,company-76,Power,NuclearCap,MWh,NA,4744979242,8348310918,15535831822,1001279084,5428301313
76,company-76,Power,NuclearCap,MWh,KZ,10206628847,3413676252,21025596789,13542204772,NA
84,company-84,Power,OilCap,MWh,BO,NA,3213982787,NA,10000160358,NA
84,company-84,Power,OilCap,MWh,BN,NA,2362064843,11599373338,NA,11683030975
84,company-84,Power,OilCap,MWh,NL,NA,19227351127,6454901992,NA,NA
84,company-84,Power,OilCap,MWh,FR,9385858564,NA,8797650853,NA,16534815870
90,company-90,Power,HydroCap,MWh,FR,2489361207,NA,21859388743,NA,19838979699
91,company-91,Power,NuclearCap,MWh,FR,44634850301,15213951220,NA,7320612542,NA
92,company-92,Power,CoalCap,MWh,NL,15933094189,23512844129,14782034489,997482842,2747357269
92,company-92,Power,CoalCap,MWh,NA,27433120540,NA,831746910,27872518771,NA
92,company-92,Power,CoalCap,MWh,BN,7645111773,41218762884,NA,NA,3064156870
97,company-97,Power,RenewablesCap,MWh,NL,79701478391,NA,20210909695,4876912273,NA
97,company-97,Power,RenewablesCap,MWh,BN,3015823767,NA,NA,NA,NA
98,company-98,Power,GasCap,MWh,KZ,24628408737,8078238323,3927153431,15669945431,9035611813
1,company-1,Power,NuclearCap,MW,FR,674458481,7411189115,19981216302,5444227263,7183947640
1,company-1,Power,NuclearCap,MW,NA,766793859,1780819219,2157739014,1306268010,1927023867
1,company-1,Power,NuclearCap,MW,BO,5338170197,37161598721,23446157003,NA,3800474803
1,company-1,Power,NuclearCap,MW,KZ,7114518987,2121505781,12185713587,29685716817,8334383546
1,company-1,Power,NuclearCap,MW,BN,NA,15245724002,6979888812,4946219631,833733534
2,company-2,Power,HydroCap,MW,NL,8504018107,32470371413,6255810774,NA,20470605335
2,company-2,Power,HydroCap,MW,NA,9938244209,NA,3236086562,4996913213,12416298883
2,company-2,Power,HydroCap,MW,BO,1721671473,13901179323,7436198543,11395801002,113979500
9,company-9,Power,HydroCap,MW,BN,4257143009,15265734675,NA,NA,NA
9,company-9,Power,HydroCap,MW,FR,7217329136,13527581422,21561035602,1326512159,875927011
9,company-9,Power,HydroCap,MW,KZ,NA,NA,22800923336,9600371317,NA
10,company-10,Power,NuclearCap,MW,BO,1676612251,10064490406,NA,6085336268,14706522978
10,company-10,Power,NuclearCap,MW,NL,1822998769,NA,12792572250,5883840993,13679795121
10,company-10,Power,NuclearCap,MW,FR,NA,NA,NA,NA,NA
22,company-22,Power,RenewablesCap,MW,BO,468972210,6240452749,NA,NA,4339347814
22,company-22,Power,RenewablesCap,MW,FR,4079008093,3675090117,NA,31807128897,8237396791
27,company-27,Power,RenewablesCap,MW,NA,3560260481,6577880719,6443646794,25297933171,NA
27,company-27,Power,RenewablesCap,MW,KZ,18246664905,NA,7094262456,8413317773,19890466513
27,company-27,Power,RenewablesCap,MW,BO,2713466361,43941320,5085695407,14141620610,11194460885
27,company-27,Power,RenewablesCap,MW,FR,NA,9943531366,2198579227,20770010309,519386827
28,company-28,Power,RenewablesCap,MW,BN,NA,NA,NA,7587470474,12910637888
28,company-28,Power,RenewablesCap,MW,BO,18065949450,493217703,10587801782,19958761930,1078340134
28,company-28,Power,RenewablesCap,MW,FR,11901849443,5851148275,857747533,9707050657,3991608934
35,company-35,Power,RenewablesCap,MW,KZ,12387878145,1436171659,9022143982,NA,6901424733
35,company-35,Power,RenewablesCap,MW,NA,6956537149,13347091817,32178008822,1246224725,7547303693
35,company-35,Power,RenewablesCap,MW,NL,3943374521,9996689124,34082132193,NA,5000977528
35,company-35,Power,RenewablesCap,MW,FR,2996521628,NA,3196698012,34859850777,565696584
40,company-40,Power,HydroCap,MW,NL,2586188518,26605436374,6316985265,NA,8418078643
41,company-41,Power,NuclearCap,MW,NL,2766997781,22454186260,5061370308,3217227391,14009868743
41,company-41,Power,NuclearCap,MW,FR,2316897618,187349809,3534044416,8669833087,50844269209
43,company-43,Power,GasCap,MW,NA,NA,NA,NA,NA,NA
43,company-43,Power,GasCap,MW,FR,4157118439,5686805912,10848327660,NA,NA
43,company-43,Power,GasCap,MW,BO,8923976670,16294069637,NA,13222136726,NA
53,company-53,Power,CoalCap,MW,NA,3826677704,30376906309,2745890378,41910214135,19849555160
53,company-53,Power,CoalCap,MW,KZ,NA,11213063084,NA,188613054,331958705
53,company-53,Power,CoalCap,MW,NL,3493012001,NA,3588012150,NA,NA
53,company-53,Power,CoalCap,MW,BN,NA,29060091260,4449696777,56412620124,NA
53,company-53,Power,CoalCap,MW,FR,29351518902,NA,NA,NA,8899082833
59,company-59,Power,RenewablesCap,MW,NA,1091226801,7943436706,19278752528,4025091608,3006242188
67,company-67,Power,NuclearCap,MW,NL,NA,NA,3862887003,588859198,NA
67,company-67,Power,NuclearCap,MW,FR,1821729995,NA,1423908689,4276859691,NA
67,company-67,Power,NuclearCap,MW,NA,12517192936,8386979,1415415885,8445635413,7081636077
68,company-68,Power,GasCap,MW,BN,29326306154,4758484560,8610304410,11643962973,442964549
73,company-73,Power,RenewablesCap,MW,BN,NA,973951697,1129474238,12670154317,NA
73,company-73,Power,RenewablesCap,MW,FR,NA,2689084411,NA,8486463364,16876591022
73,company-73,Power,RenewablesCap,MW,NL,26998014201,5675686655,NA,12284193193,NA
73,company-73,Power,RenewablesCap,MW,BO,7551426415,NA,NA,1413688754,16611809255
74,company-74,Power,CoalCap,MW,BN,8301446815,1811701986,4896841744,1217961998,1274029557
74,company-74,Power,CoalCap,MW,FR,14033756561,15860625435,13766061348,NA,2588908507
74,company-74,Power,CoalCap,MW,BO,7299860825,6581293849,1621112131,NA,NA
74,company-74,Power,CoalCap,MW,NL,25947834701,7167379191,7704587136,7770866574,12034696313
78,company-78,Power,NuclearCap,MW,BN,31263284669,NA,5726824921,1815434426,NA
78,company-78,Power,NuclearCap,MW,BO,366726853,5428260635,11943263163,6812210504,NA
79,company-79,Power,GasCap,MW,KZ,1249961067,17524470715,8620328431,5308474826,7852061338
79,company-79,Power,GasCap,MW,NL,6830047989,629319218,3727689516,NA,5110869906
79,company-79,Power,GasCap,MW,BN,NA,NA,9053389111,25112462993,10119855158
79,company-79,Power,GasCap,MW,BO,2062143271,6322352304,NA,33414653125,2629799446
79,company-79,Power,GasCap,MW,FR,500890610,1326364277,2246608650,9616809902,NA
86,company-86,Power,GasCap,MW,NA,35793903529,21138854826,11942458860,15616100915,NA
86,company-86,Power,GasCap,MW,KZ,NA,8647343025,2915685768,5474278860,NA
93,company-93,Power,CoalCap,MW,NA,59894333192,NA,NA,NA,NA
93,company-93,Power,CoalCap,MW,FR,17281842768,10208550884,4644550259,4322383561,NA
93,company-93,Power,CoalCap,MW,BN,7185299796,4844171787,2541399389,2868004248,35993607511
93,company-93,Power,CoalCap,MW,KZ,1601814420,NA,33851090903,4825265205,932889672
95,company-95,Power,NuclearCap,MW,NL,NA,7761683324,10311472131,4128121262,2886981622
95,company-95,Power,NuclearCap,MW,BN,19184208766,14830028871,2074065732,NA,NA
1,company-1,Power,OilCap,MW,ZA,NA,NA,NA,14534255920,8045370252
1,company-1,Power,OilCap,MW,DE,9731386430,7269626020,NA,1300508038,5954114568
1,company-1,Power,OilCap,MW,LK,NA,21019346286,NA,19714044972,4618487117
1,company-1,Power,RenewablesCap,MW,LK,NA,NA,4767316915,25400420133,10371885256
1,company-1,Steel,Electric Arc Furnace,t steel,JO,13408494560,4013334616,1734601455,NA,2910237743
1,company-1,Steel,Electric Arc Furnace,t steel,ZA,NA,NA,998866629,9793214648,5771390250
1,company-1,Steel,Electric Arc Furnace,t steel,FJ,NA,5606701158,NA,3063902099,25592054575
1,company-1,Steel,Electric Arc Furnace,t steel,LK,3350905114,NA,32218126588,11587751518,NA
2,company-2,Steel,Open Hearth Furnace,t steel,CX,15289737499,NA,5014546030,NA,13776616451
2,company-2,Steel,Open Hearth Furnace,t steel,FJ,NA,21224182037,NA,15127325825,2895853968
2,company-2,Automotive,Electric,# vehicles,JO,NA,NA,NA,2152899618,NA
2,company-2,Automotive,Electric,# vehicles,LK,NA,13487216612,4585595628,13140468530,NA
2,company-2,Automotive,Electric,# vehicles,FJ,18174698698,NA,1154873591,7284416665,966254653
2,company-2,Automotive,Electric,# vehicles,ZA,12703827043,1470803871,NA,NA,3137537930
2,company-2,Automotive,Electric,# vehicles,DE,NA,NA,1217808690,NA,5484138363
2,company-2,Power,NuclearCap,MW,FJ,31670401358,9123609579,2911943514,2543493846,618522266
2,company-2,Power,NuclearCap,MW,CX,NA,7125659538,23110735097,9398633551,9248697613
2,company-2,Power,NuclearCap,MW,JO,6995317724,186618253,7886366619,14668838085,29785820598
2,company-2,Power,NuclearCap,MW,LK,NA,4786061611,15991524927,26567352064,NA
2,company-2,Power,NuclearCap,MW,ZA,NA,NA,NA,7602004589,11285187504
3,company-3,Power,CoalCap,MWh,JO,NA,40086393889,5976811908,640608543,2703041360
3,company-3,Power,CoalCap,MWh,DE,10667610411,84653399,6434193996,15042135356,991126420
3,company-3,Power,GasCap,MW,JO,13752038118,37047857615,NA,2665621831,NA
3,company-3,Power,GasCap,MW,ZA,2218360736,15442467663,1334548138,NA,841991963
3,company-3,Steel,Electric Arc Furnace,t steel,JO,1225033391,23659154773,10622736795,6265782642,1152406633
3,company-3,Steel,Electric Arc Furnace,t steel,CX,9393521444,NA,19480341835,25099874637,5664650012
3,company-3,Steel,Electric Arc Furnace,t steel,ZA,NA,16550077975,10857906535,1788521467,3272038154
4,company-4,Shipping,Freight,dwt km,FJ,7481561972,259063790,2854887241,8447661665,18796308975
4,company-4,Power,OilCap,MWh,LK,3603698492,32608083350,NA,43019321438,NA
4,company-4,Power,OilCap,MWh,FJ,NA,NA,15407500481,29446531012,49159887193
4,company-4,Power,OilCap,MWh,CX,NA,25816301966,NA,NA,22348615249
4,company-4,Power,OilCap,MWh,DE,NA,4268546936,229025846,6534319196,1707867457
4,company-4,Power,HydroCap,MW,JO,15127131606,47188947003,NA,5660521302,1623805620
5,company-5,Power,GasCap,MW,DE,NA,9839842684,5190369802,2048938543,5075540613
5,company-5,Power,GasCap,MW,CX,4897555022,2320736574,5468612734,4722879142,12822255031
5,company-5,Power,GasCap,MW,LK,NA,373194341,NA,2590119271,NA
5,company-5,Power,GasCap,MW,FJ,15985938329,1308100117,NA,7186522689,5065039365
5,company-5,Power,GasCap,MW,ZA,32269571581,16634115397,982200193,4217867511,10732544040
5,company-5,Steel,Electric Arc Furnace,t steel,ZA,234264491,860121455,NA,NA,31218382130
5,company-5,Steel,Electric Arc Furnace,t steel,JO,9736059281,NA,4196136651,410446616,NA
5,company-5,Steel,Electric Arc Furnace,t steel,DE,9887176799,NA,6566820826,NA,NA
5,company-5,Steel,Electric Arc Furnace,t steel,LK,8281436912,NA,14525375692,13435671823,3736325447
5,company-5,Steel,Electric Arc Furnace,t steel,CX,16084605213,10473235502,NA,NA,50963675237
5,company-5,Power,CoalCap,MW,FJ,5453628684,8592379744,969231306,44558371623,4650259772
6,company-6,Automotive,Electric,# vehicles,CX,4279885120,7909850679,8876566191,NA,NA
6,company-6,Power,GasCap,MWh,DE,4503325120,49728582966,10770463727,1097555485,6101631756
6,company-6,Power,GasCap,MWh,JO,18366973014,1821181923,4161598390,54160956079,18267989999
6,company-6,Power,GasCap,MWh,CX,NA,66662865,NA,1185425333,6255464196
6,company-6,Power,GasCap,MWh,LK,2050826092,11544463093,5425981257,NA,NA
6,company-6,Power,GasCap,MWh,ZA,4977329097,41281187061,NA,NA,470291214
6,company-6,Power,RenewablesCap,MW,ZA,7961634849,6255454644,19889519028,40868328841,2089800042
6,company-6,Power,RenewablesCap,MW,FJ,NA,NA,35635845106,8124624334,9032145399
6,company-6,Power,RenewablesCap,MW,LK,25577489474,8264582170,NA,4219289578,7219854694
6,company-6,Power,RenewablesCap,MW,CX,NA,NA,14300720336,34162343391,6461572615
7,company-7,Power,NuclearCap,MWh,ZA,10486685832,NA,13065384614,NA,5575400505
7,company-7,Power,NuclearCap,MWh,FJ,9967213324,11238390051,4144076451,2479184341,37864949454
7,company-7,Aviation,Passenger,pkm,FJ,14784802661,3003107353,NA,15196143410,40907446426
7,company-7,Aviation,Passenger,pkm,JO,1207443098,21310290738,NA,NA,NA
7,company-7,Power,GasCap,MW,LK,NA,4238371973,440570642,NA,NA
7,company-7,Power,GasCap,MW,CX,20943893676,NA,NA,13791640417,17959140993
7,company-7,Power,GasCap,MW,JO,NA,2360415588,313787073,NA,17702596929
7,company-7,Power,GasCap,MW,ZA,14020895106,5428877708,29509100,4103335841,7967183914
7,company-7,Power,GasCap,MW,FJ,10792240371,NA,35895714297,17972646450,1156629355
8,company-8,Power,GasCap,MW,JO,14822310439,7408261438,NA,NA,15418386848
8,company-8,Power,GasCap,MW,DE,3022357209,11670978241,1357255908,1713556507,29037785743
8,company-8,Power,GasCap,MW,CX,14113170708,5085643299,3757378953,NA,NA
8,company-8,Power,GasCap,MW,FJ,18140037913,1625852092,6772089281,NA,14270010404
8,company-8,Power,CoalCap,MWh,JO,NA,4288775807,NA,6086947114,NA
8,company-8,Power,CoalCap,MWh,FJ,NA,2632423424,NA,NA,21501751725
8,company-8,Aviation,Freight,tkm,ZA,NA,10751708958,NA,23236921578,2242429848
8,company-8,Aviation,Freight,tkm,LK,NA,9749747471,13447118249,453250212,NA
8,company-8,Aviation,Freight,tkm,JO,2491725199,3861396313,9848693145,NA,NA
8,company-8,Aviation,Freight,tkm,FJ,24227356188,2847665221,1960728647,26243623493,3577303700
9,company-9,Automotive,FuelCell,# vehicles,JO,2575560113,25824830337,9256800985,12931444828,20922193220
9,company-9,Automotive,FuelCell,# vehicles,DE,40605997239,NA,8393163343,NA,5675631131
9,company-9,Power,RenewablesCap,MW,LK,NA,32638398111,17141512186,NA,855700698
9,company-9,Power,RenewablesCap,MW,DE,4998344317,6725632932,15956233469,17964845603,1033670252
9,company-9,Automotive,Electric,# vehicles,LK,NA,40068566399,12737399006,31289474820,26784993943
9,company-9,Automotive,Electric,# vehicles,FJ,NA,15080130503,NA,NA,NA
9,company-9,Automotive,Electric,# vehicles,CX,NA,31915160268,NA,2727375239,22296240080
9,company-9,Automotive,Electric,# vehicles,ZA,2495482779,NA,10362308326,25243753118,NA
9,company-9,Automotive,Electric,# vehicles,DE,NA,22735093364,14605207200,NA,5700161856
10,company-10,Power,RenewablesCap,MWh,DE,24928302018,2091662096,9218875423,NA,NA
10,company-10,Power,RenewablesCap,MWh,ZA,NA,15308421038,19709233238,12512419674,6571479417
10,company-10,Power,RenewablesCap,MWh,JO,NA,NA,4840216082,7051942136,11944319866
10,company-10,Power,RenewablesCap,MWh,FJ,4860457256,NA,2874867033,2488421993,NA
10,company-10,Power,RenewablesCap,MWh,CX,NA,5240860975,NA,NA,NA
10,company-10,Steel,Basic Oxygen Furnace,t steel,ZA,5674234080,6750101240,17937964840,15797888906,7765128434
10,company-10,Steel,Basic Oxygen Furnace,t steel,LK,NA,2875120211,NA,6102857738,NA
10,company-10,Steel,Basic Oxygen Furnace,t steel,CX,28118164814,10720726078,NA,3064123850,NA
10,company-10,Steel,Basic Oxygen Furnace,t steel,DE,NA,NA,NA,NA,NA
10,company-10,Steel,Basic Oxygen Furnace,t steel,FJ,1699387264,NA,3727961439,NA,22170752036
10,company-10,Power,GasCap,MW,CX,6558918437,2504465677,NA,1852692552,NA
10,company-10,Power,GasCap,MW,DE,28943409509,NA,2992264160,NA,10672746676
10,company-10,Power,GasCap,MW,FJ,13851833217,4436985941,13295720538,9244324,24186801696
10,company-10,Power,GasCap,MW,LK,4978030672,10697888625,9929603827,NA,9140270772
10,company-10,Power,GasCap,MW,JO,11793452011,NA,3704285285,3004572746,7627043067
11,company-11,Steel,Basic Oxygen Furnace,t steel,JO,6332612453,11504830157,NA,NA,17287619809
11,company-11,Steel,Basic Oxygen Furnace,t steel,FJ,4803760428,NA,9707154262,5286323976,NA
11,company-11,Steel,Open Hearth Furnace,t steel,DE,2882658848,3736336701,10566608109,12440301270,16554426141
11,company-11,Steel,Open Hearth Furnace,t steel,ZA,NA,636379700,274773944,37369802226,NA
11,company-11,Steel,Open Hearth Furnace,t steel,CX,NA,NA,NA,NA,11871416338
11,company-11,Steel,Open Hearth Furnace,t steel,JO,12797216353,18202223447,11582372891,13179692487,NA
11,company-11,Power,HydroCap,MWh,CX,NA,8963498527,5368743333,80881860,6630895197
11,company-11,Power,HydroCap,MWh,FJ,8484072466,9386363539,4624101920,11105056100,3272317504
11,company-11,Power,HydroCap,MWh,JO,NA,13989555069,11698612221,NA,2253280488
12,company-12,Shipping,Passenger,dwt km,FJ,NA,28544922409,12055815251,14791913619,NA
12,company-12,Shipping,Passenger,dwt km,ZA,6905381522,NA,9562643293,21033473360,NA
12,company-12,Shipping,Passenger,dwt km,JO,2655543196,NA,18365603341,6554122693,17366856235
12,company-12,Shipping,Passenger,dwt km,DE,NA,11716176425,8768056547,13552065724,NA
12,company-12,Shipping,Passenger,dwt km,LK,20685779909,6048324231,25413663494,NA,15524373988
12,company-12,Power,NuclearCap,MW,ZA,13280266362,NA,8040743358,NA,8553750918
12,company-12,Power,NuclearCap,MW,JO,NA,NA,266891816,1864703976,NA
12,company-12,Power,NuclearCap,MW,DE,497948597,36219819843,2170639708,4363288424,4619577724
12,company-12,Power,NuclearCap,MW,CX,882073433,14558711440,3655431211,NA,39560925057
12,company-12,Cement,Integrated facility,t cement,FJ,2092343599,10167997957,4056475219,4418505463,12118482713
12,company-12,Cement,Integrated facility,t cement,LK,7266749201,30769449955,9805114382,NA,NA
12,company-12,Cement,Integrated facility,t cement,DE,1051956146,29482884583,16801821763,16236463669,NA
13,company-13,Oil&Gas,Oil,GJ,ZA,27937093530,3514707901,NA,NA,NA
13,company-13,Oil&Gas,Oil,GJ,JO,7687934799,24293595684,NA,2308725769,2321785534
13,company-13,Oil&Gas,Oil,GJ,DE,NA,4224153667,NA,3901891858,NA
13,company-13,Oil&Gas,Oil,GJ,CX,4222257410,11404901959,4357900349,1214183983,11611891497
13,company-13,Aviation,Freight,tkm,LK,NA,2161090536,20613474228,5739456541,8311722336
13,company-13,Aviation,Freight,tkm,JO,18664265705,NA,NA,4218241931,9646102435
13,company-13,Aviation,Freight,tkm,DE,8675775254,6573035323,18532450422,12705181847,NA
13,company-13,Coal,Coal,t coal,ZA,5788026331,5882454992,7957499198,1119762629,1125777810
13,company-13,Coal,Coal,t coal,JO,11471426827,9891224208,1339296560,NA,3721014702
14,company-14,Power,NuclearCap,MW,CX,9083765392,5002112773,8685688259,19645903925,4027872844
14,company-14,Power,NuclearCap,MW,ZA,NA,NA,59188528915,7936825840,NA
14,company-14,Power,NuclearCap,MW,DE,353909721,8319826130,6218420554,6752697055,47965908916
14,company-14,Power,NuclearCap,MW,JO,11787271682,NA,2169687058,NA,9815511981
14,company-14,Coal,Coal,t coal,ZA,NA,3602477427,5010976597,NA,5078095411
14,company-14,Coal,Coal,t coal,CX,2357093385,NA,2965897408,8452813414,5785036495
14,company-14,Coal,Coal,t coal,FJ,4047469411,25587567392,32164028964,NA,2364871533
14,company-14,Coal,Coal,t coal,JO,7688179829,NA,NA,4993246873,3061561817
14,company-14,Power,RenewablesCap,MW,ZA,NA,11966592091,NA,NA,5317800497
14,company-14,Power,RenewablesCap,MW,LK,12577176532,28172446360,9117732549,13935929584,NA
14,company-14,Power,RenewablesCap,MW,FJ,12428953748,NA,5118807034,NA,331252950
14,company-14,Power,RenewablesCap,MW,CX,4412114714,7399575864,NA,11473496614,NA
15,company-15,Power,GasCap,MWh,JO,NA,NA,NA,1137754338,NA
15,company-15,Power,GasCap,MWh,LK,5956520135,3328498319,NA,47070021285,26462849659
15,company-15,Power,GasCap,MWh,ZA,8030503330,17486445996,6214444841,5361016315,11716624010
15,company-15,Power,GasCap,MWh,FJ,NA,5618030953,1605245619,28793044417,NA
15,company-15,Power,GasCap,MWh,DE,5533790909,NA,16659449687,4549116239,NA
15,company-15,Power,HydroCap,MWh,JO,10369857574,1140049804,4947603383,11407850998,1359554448
15,company-15,Power,HydroCap,MWh,FJ,NA,8570180004,NA,NA,NA
15,company-15,Power,HydroCap,MWh,CX,4042001916,12956554751,NA,NA,7029475411
15,company-15,Power,HydroCap,MWh,LK,1358348112,20767406363,4317768851,4196205072,46621154863
15,company-15,Power,HydroCap,MWh,ZA,1175069157,30402220947,2546551560,4168815169,NA
15,company-15,Power,OilCap,MW,CX,9988883100,8654397444,NA,19605649079,12745704227
15,company-15,Power,OilCap,MW,LK,NA,NA,331190723,7682927473,4631234989
15,company-15,Power,OilCap,MW,JO,932401761,3692869926,NA,NA,NA
15,company-15,Power,OilCap,MW,FJ,4101675774,1074527901,2857319130,NA,217375096
15,company-15,Power,OilCap,MW,ZA,22268621552,3688827250,14521933025,13400775814,299214572
16,company-16,Power,GasCap,MWh,FJ,NA,5590619485,5211110696,NA,11926571692
16,company-16,Power,GasCap,MWh,LK,18961534565,16434485529,NA,NA,21543386161
16,company-16,Oil&Gas,Gas,GJ,LK,19533693854,7877503255,32595165666,NA,NA
16,company-16,Oil&Gas,Gas,GJ,CX,8047093301,530961872,34142140425,2332360057,629986568
16,company-16,Oil&Gas,Gas,GJ,DE,21972992874,9955210914,16484240511,6683209524,NA
16,company-16,Coal,Coal,t coal,ZA,957671936,NA,16448868705,8059919761,NA
16,company-16,Coal,Coal,t coal,DE,4904626896,NA,37902545948,NA,14703144864
16,company-16,Coal,Coal,t coal,FJ,12513017343,19546819439,NA,NA,NA
17,company-17,Automotive,FuelCell,# vehicles,ZA,NA,11360776537,8199665441,38931446,10188603245
17,company-17,Automotive,FuelCell,# vehicles,DE,19772688,3861479145,28489531348,8334426379,NA
17,company-17,Automotive,FuelCell,# vehicles,JO,NA,NA,NA,NA,NA
17,company-17,Power,RenewablesCap,MWh,FJ,27823843077,6173981666,3531651936,2356422528,9778062774
17,company-17,Power,RenewablesCap,MWh,CX,NA,4788651890,NA,10614953335,4286532366
17,company-17,Power,CoalCap,MW,LK,NA,5387953729,5217865599,8705807874,10260594832
17,company-17,Power,CoalCap,MW,ZA,522940072,7073594878,29941795016,27661256,NA
18,company-18,Cement,Integrated facility,t cement,FJ,NA,3154422148,NA,2459108463,9689807912
18,company-18,Cement,Integrated facility,t cement,JO,15766305067,2367488447,9616848001,NA,5411397940
18,company-18,Cement,Integrated facility,t cement,LK,4707231806,NA,NA,2397215423,NA
18,company-18,Cement,Integrated facility,t cement,DE,NA,55171604669,5022659206,4278788191,2969840467
18,company-18,Cement,Integrated facility,t cement,CX,NA,4165304961,8775456491,15456748028,NA
18,company-18,Automotive,ICE,# vehicles,ZA,3144864725,7485170129,NA,1958086043,NA
18,company-18,Automotive,ICE,# vehicles,DE,NA,NA,NA,11857674848,22294824828
18,company-18,Power,GasCap,MW,CX,2250629712,12489466611,4770854960,10324439799,NA
19,company-19,Power,RenewablesCap,MWh,LK,NA,NA,50238747,NA,NA
19,company-19,Power,RenewablesCap,MWh,JO,NA,NA,NA,NA,NA
19,company-19,Oil&Gas,Oil,GJ,ZA,863730445,18156626378,NA,1919767700,16237789670
19,company-19,Aviation,Freight,tkm,FJ,6416650718,30555651579,31012466625,13649488721,4227660935
19,company-19,Aviation,Freight,tkm,ZA,NA,11715858259,NA,5732178588,9480973881
19,company-19,Aviation,Freight,tkm,LK,NA,4540966010,25447169117,3105608054,NA
19,company-19,Aviation,Freight,tkm,CX,NA,44842080634,18637639907,NA,6597270217
19,company-19,Aviation,Freight,tkm,DE,22824332371,4129583343,2707600446,4933558884,NA
